,Unnamed: 0,pathname,class,mode
263,263,currencyDataset/1000_front/IMG20211228225327.jpg,1000_front,train
2580,2580,currencyDataset/5000_front/IMG20220218162824.jpg,5000_front,train
2842,2842,currencyDataset/500_back/IMG20220218162016.jpg,500_back,train
1936,1936,currencyDataset/20_front/IMG20211229225816.jpg,20_front,train
477,477,currencyDataset/100_back/IMG20211228220240.jpg,100_back,train
671,671,currencyDataset/100_back/IMG20220212164154.jpg,100_back,train
1354,1354,currencyDataset/10_front/IMG20211228225954.jpg,10_front,train
2610,2610,currencyDataset/500_back/IMG20211228104918.jpg,500_back,train
1151,1151,currencyDataset/10_back/IMG20211229231039.jpg,10_back,train
3558,3558,currencyDataset/50_front/IMG20220209120141.jpg,50_front,train
1508,1508,currencyDataset/10_front/IMG20220209113936.jpg,10_front,train
2188,2188,currencyDataset/5000_back/IMG20220208015041.jpg,5000_back,train
2363,2363,currencyDataset/5000_front/IMG20211228012629.jpg,5000_front,train
141,141,currencyDataset/1000_back/IMG20211229235836.jpg,1000_back,train
617,617,currencyDataset/100_back/IMG20211230003052.jpg,100_back,train
2240,2240,currencyDataset/5000_back/IMG20220209122152.jpg,5000_back,train
2067,2067,currencyDataset/20_front/IMG20220218165008.jpg,20_front,train
1086,1086,currencyDataset/10_back/IMG20211228231007.jpg,10_back,train
442,442,currencyDataset/1000_front/IMG20220218160538.jpg,1000_front,train
2192,2192,currencyDataset/5000_back/IMG20220208015103.jpg,5000_back,train
1694,1694,currencyDataset/20_back/IMG20211229230209.jpg,20_back,train
2653,2653,currencyDataset/500_back/IMG20211228122757.jpg,500_back,train
2321,2321,currencyDataset/5000_back/IMG20220218163110.jpg,5000_back,train
2001,2001,currencyDataset/20_front/IMG20220212162627.jpg,20_front,train
1435,1435,currencyDataset/10_front/IMG20211229230749.jpg,10_front,train
96,96,currencyDataset/1000_back/IMG20211229001700.jpg,1000_back,train
3168,3168,currencyDataset/50_back/IMG20211228001415.jpg,50_back,train
2669,2669,currencyDataset/500_back/IMG20211228222919.jpg,500_back,train
3256,3256,currencyDataset/50_back/IMG20211228011924.jpg,50_back,train
875,875,currencyDataset/100_front/IMG20211230002603.jpg,100_front,train
2709,2709,currencyDataset/500_back/IMG20211228224750.jpg,500_back,train
3386,3386,currencyDataset/50_front/IMG20211224211613.jpg,50_front,train
2943,2943,currencyDataset/500_front/IMG20211228222643.jpg,500_front,train
3581,3581,currencyDataset/50_front/IMG20220209120455.jpg,50_front,train
2339,2339,currencyDataset/5000_front/IMG20211228012321.jpg,5000_front,train
3372,3372,currencyDataset/50_front/IMG20211224211125.jpg,50_front,train
2766,2766,currencyDataset/500_back/IMG20211229232120.jpg,500_back,train
468,468,currencyDataset/100_back/IMG20211228220144.jpg,100_back,train
1515,1515,currencyDataset/10_front/IMG20220215121925.jpg,10_front,train
2670,2670,currencyDataset/500_back/IMG20211228222923.jpg,500_back,train
1201,1201,currencyDataset/10_back/IMG20211230000932.jpg,10_back,train
941,941,currencyDataset/100_front/IMG20220212163659.jpg,100_front,train
1685,1685,currencyDataset/20_back/IMG20211229230132.jpg,20_back,train
2466,2466,currencyDataset/5000_front/IMG20220208014842.jpg,5000_front,train
693,693,currencyDataset/100_back/IMG20220215121519.jpg,100_back,train
319,319,currencyDataset/1000_front/IMG20211229001153.jpg,1000_front,train
1547,1547,currencyDataset/10_front/IMG20220218165826.jpg,10_front,train
327,327,currencyDataset/1000_front/IMG20211229001301.jpg,1000_front,train
1736,1736,currencyDataset/20_back/IMG20211230001952.jpg,20_back,train
3499,3499,currencyDataset/50_front/IMG20211228005132.jpg,50_front,train
2742,2742,currencyDataset/500_back/IMG20211228233643.jpg,500_back,train
498,498,currencyDataset/100_back/IMG20211228232832.jpg,100_back,train
495,495,currencyDataset/100_back/IMG20211228232824.jpg,100_back,train
1407,1407,currencyDataset/10_front/IMG20211229002009.jpg,10_front,train
3062,3062,currencyDataset/500_front/IMG20211229234437.jpg,500_front,train
3428,3428,currencyDataset/50_front/IMG20211228001115.jpg,50_front,train
1805,1805,currencyDataset/20_back/IMG20220218165135.jpg,20_back,train
560,560,currencyDataset/100_back/IMG20211229232934.jpg,100_back,train
606,606,currencyDataset/100_back/IMG20211230003009.jpg,100_back,train
764,764,currencyDataset/100_front/IMG20211228215637.jpg,100_front,train
1043,1043,currencyDataset/10_back/IMG20211228223812.jpg,10_back,train
1693,1693,currencyDataset/20_back/IMG20211229230206.jpg,20_back,train
2052,2052,currencyDataset/20_front/IMG20220218164808.jpg,20_front,train
2905,2905,currencyDataset/500_front/IMG20211228122105.jpg,500_front,train
784,784,currencyDataset/100_front/IMG20211228232451.jpg,100_front,train
1969,1969,currencyDataset/20_front/IMG20211230001500.jpg,20_front,train
512,512,currencyDataset/100_back/IMG20211228232944.jpg,100_back,train
2888,2888,currencyDataset/500_front/IMG20211228104552.jpg,500_front,train
2302,2302,currencyDataset/5000_back/IMG20220212171739.jpg,5000_back,train
1395,1395,currencyDataset/10_front/IMG20211229001852.jpg,10_front,train
3317,3317,currencyDataset/50_back/IMG20220209120615.jpg,50_back,train
1709,1709,currencyDataset/20_back/IMG20211230001746.jpg,20_back,train
1619,1619,currencyDataset/20_back/IMG20211228222001.jpg,20_back,train
448,448,currencyDataset/1000_front/IMG20220218160614.jpg,1000_front,train
2789,2789,currencyDataset/500_back/IMG20211229232233.jpg,500_back,train
2209,2209,currencyDataset/5000_back/IMG20220209121825.jpg,5000_back,train
522,522,currencyDataset/100_back/IMG20211228233015.jpg,100_back,train
2860,2860,currencyDataset/500_front/IMG20211228103957.jpg,500_front,train
290,290,currencyDataset/1000_front/IMG20211228231625.jpg,1000_front,train
2897,2897,currencyDataset/500_front/IMG20211228122001.jpg,500_front,train
2384,2384,currencyDataset/5000_front/IMG20211228013808.jpg,5000_front,train
1116,1116,currencyDataset/10_back/IMG20211229002213.jpg,10_back,train
1921,1921,currencyDataset/20_front/IMG20211228234105.jpg,20_front,train
1665,1665,currencyDataset/20_back/IMG20211229000617.jpg,20_back,train
236,236,currencyDataset/1000_front/IMG20211228225026.jpg,1000_front,train
1179,1179,currencyDataset/10_back/IMG20211230000740.jpg,10_back,train
2061,2061,currencyDataset/20_front/IMG20220218164944.jpg,20_front,train
704,704,currencyDataset/100_back/IMG20220215121609.jpg,100_back,train
2228,2228,currencyDataset/5000_back/IMG20220209122021.jpg,5000_back,train
2145,2145,currencyDataset/5000_back/IMG20211228013549.jpg,5000_back,train
1708,1708,currencyDataset/20_back/IMG20211230001743.jpg,20_back,train
101,101,currencyDataset/1000_back/IMG20211229234051.jpg,1000_back,train
3262,3262,currencyDataset/50_back/IMG20211228012000.jpg,50_back,train
1811,1811,currencyDataset/20_back/IMG20220218165226.jpg,20_back,train
954,954,currencyDataset/100_front/IMG20220212163758.jpg,100_front,train
3451,3451,currencyDataset/50_front/IMG20211228002531.jpg,50_front,train
2510,2510,currencyDataset/5000_front/IMG20220212165724.jpg,5000_front,train
2567,2567,currencyDataset/5000_front/IMG20220218162555.jpg,5000_front,train
3108,3108,currencyDataset/500_front/IMG20220218161750.jpg,500_front,train
184,184,currencyDataset/1000_back/IMG20220212172916.jpg,1000_back,train
1233,1233,currencyDataset/10_back/IMG20220209114357.jpg,10_back,train
469,469,currencyDataset/100_back/IMG20211228220147.jpg,100_back,train
3441,3441,currencyDataset/50_front/IMG20211228001913.jpg,50_front,train
3552,3552,currencyDataset/50_front/IMG20211228220814.jpg,50_front,train
3044,3044,currencyDataset/500_front/IMG20211229231809.jpg,500_front,train
1705,1705,currencyDataset/20_back/IMG20211229230327.jpg,20_back,train
3486,3486,currencyDataset/50_front/IMG20211228003347.jpg,50_front,train
1208,1208,currencyDataset/10_back/IMG20211230001007.jpg,10_back,train
407,407,currencyDataset/1000_front/IMG20220209114803.jpg,1000_front,train
258,258,currencyDataset/1000_front/IMG20211228225255.jpg,1000_front,train
2063,2063,currencyDataset/20_front/IMG20220218164954.jpg,20_front,train
1588,1588,currencyDataset/20_back/IMG20211228115726.jpg,20_back,train
1093,1093,currencyDataset/10_back/IMG20211228231027.jpg,10_back,train
2115,2115,currencyDataset/5000_back/IMG20211228013311.jpg,5000_back,train
3191,3191,currencyDataset/50_back/IMG20211228002253.jpg,50_back,train
3276,3276,currencyDataset/50_back/IMG20211228012118.jpg,50_back,train
2164,2164,currencyDataset/5000_back/IMG20211228234929.jpg,5000_back,train
726,726,currencyDataset/100_back/IMG20220218164139.jpg,100_back,train
974,974,currencyDataset/100_front/IMG20220215120836.jpg,100_front,train
3392,3392,currencyDataset/50_front/IMG20211224211830.jpg,50_front,train
1549,1549,currencyDataset/10_front/IMG20220218165831.jpg,10_front,train
2976,2976,currencyDataset/500_front/IMG20211228224513.jpg,500_front,train
1726,1726,currencyDataset/20_back/IMG20211230001853.jpg,20_back,train
533,533,currencyDataset/100_back/IMG20211229003003.jpg,100_back,train
1664,1664,currencyDataset/20_back/IMG20211229000607.jpg,20_back,train
557,557,currencyDataset/100_back/IMG20211229232924.jpg,100_back,train
2884,2884,currencyDataset/500_front/IMG20211228104447.jpg,500_front,train
505,505,currencyDataset/100_back/IMG20211228232905.jpg,100_back,train
2576,2576,currencyDataset/5000_front/IMG20220218162811.jpg,5000_front,train
783,783,currencyDataset/100_front/IMG20211228232448.jpg,100_front,train
433,433,currencyDataset/1000_front/IMG20220218160453.jpg,1000_front,train
1879,1879,currencyDataset/20_front/IMG20211228221411.jpg,20_front,train
1677,1677,currencyDataset/20_back/IMG20211229230104.jpg,20_back,train
11,11,currencyDataset/1000_back/IMG20211228225523.jpg,1000_back,train
247,247,currencyDataset/1000_front/IMG20211228225115.jpg,1000_front,train
1740,1740,currencyDataset/20_back/IMG20220212162914.jpg,20_back,train
3406,3406,currencyDataset/50_front/IMG20211228000210.jpg,50_front,train
3220,3220,currencyDataset/50_back/IMG20211228002844.jpg,50_back,train
1149,1149,currencyDataset/10_back/IMG20211229231034.jpg,10_back,train
3315,3315,currencyDataset/50_back/IMG20220209120606.jpg,50_back,train
2687,2687,currencyDataset/500_back/IMG20211228223108.jpg,500_back,train
3206,3206,currencyDataset/50_back/IMG20211228002435.jpg,50_back,train
1765,1765,currencyDataset/20_back/IMG20220212163253.jpg,20_back,train
2614,2614,currencyDataset/500_back/IMG20211228104934.jpg,500_back,train
1289,1289,currencyDataset/10_back/IMG20220218170416.jpg,10_back,train
3282,3282,currencyDataset/50_back/IMG20211228220928.jpg,50_back,train
583,583,currencyDataset/100_back/IMG20211229233057.jpg,100_back,train
3261,3261,currencyDataset/50_back/IMG20211228011954.jpg,50_back,train
1106,1106,currencyDataset/10_back/IMG20211228231138.jpg,10_back,train
2801,2801,currencyDataset/500_back/IMG20211229234824.jpg,500_back,train
1843,1843,currencyDataset/20_front/IMG20211228115037.jpg,20_front,train
3357,3357,currencyDataset/50_back/IMG20220212165309.jpg,50_back,train
2861,2861,currencyDataset/500_front/IMG20211228104003.jpg,500_front,train
634,634,currencyDataset/100_back/IMG20220209113111.jpg,100_back,train
285,285,currencyDataset/1000_front/IMG20211228231608.jpg,1000_front,train
2993,2993,currencyDataset/500_front/IMG20211228233226.jpg,500_front,train
1223,1223,currencyDataset/10_back/IMG20220209114314.jpg,10_back,train
2483,2483,currencyDataset/5000_front/IMG20220209121614.jpg,5000_front,train
525,525,currencyDataset/100_back/IMG20211228233048.jpg,100_back,train
3080,3080,currencyDataset/500_front/IMG20211229234550.jpg,500_front,train
682,682,currencyDataset/100_back/IMG20220215121401.jpg,100_back,train
3407,3407,currencyDataset/50_front/IMG20211228000215.jpg,50_front,train
1313,1313,currencyDataset/10_front/IMG20211228223357.jpg,10_front,train
1130,1130,currencyDataset/10_back/IMG20211229002326.jpg,10_back,train
2213,2213,currencyDataset/5000_back/IMG20220209121846.jpg,5000_back,train
1704,1704,currencyDataset/20_back/IMG20211229230323.jpg,20_back,train
133,133,currencyDataset/1000_back/IMG20211229235808.jpg,1000_back,train
964,964,currencyDataset/100_front/IMG20220215120655.jpg,100_front,train
1613,1613,currencyDataset/20_back/IMG20211228221937.jpg,20_back,train
982,982,currencyDataset/100_front/IMG20220215121019.jpg,100_front,train
264,264,currencyDataset/1000_front/IMG20211228225331.jpg,1000_front,train
3122,3122,currencyDataset/50_back/IMG20211227235241.jpg,50_back,train
593,593,currencyDataset/100_back/IMG20211230002905.jpg,100_back,train
54,54,currencyDataset/1000_back/IMG20211228231956.jpg,1000_back,train
3335,3335,currencyDataset/50_back/IMG20220209120754.jpg,50_back,train
539,539,currencyDataset/100_back/IMG20211229003038.jpg,100_back,train
1351,1351,currencyDataset/10_front/IMG20211228225945.jpg,10_front,train
1577,1577,currencyDataset/20_back/IMG20211228115618.jpg,20_back,train
919,919,currencyDataset/100_front/IMG20220209112740.jpg,100_front,train
329,329,currencyDataset/1000_front/IMG20211229233544.jpg,1000_front,train
205,205,currencyDataset/1000_back/IMG20220212173359.jpg,1000_back,train
829,829,currencyDataset/100_front/IMG20211229002758.jpg,100_front,train
2719,2719,currencyDataset/500_back/IMG20211228224826.jpg,500_back,train
3272,3272,currencyDataset/50_back/IMG20211228012050.jpg,50_back,train
2992,2992,currencyDataset/500_front/IMG20211228233223.jpg,500_front,train
397,397,currencyDataset/1000_front/IMG20220209114707.jpg,1000_front,train
2270,2270,currencyDataset/5000_back/IMG20220212170548.jpg,5000_back,train
401,401,currencyDataset/1000_front/IMG20220209114724.jpg,1000_front,train
2005,2005,currencyDataset/20_front/IMG20220212162650.jpg,20_front,train
646,646,currencyDataset/100_back/IMG20220209113224.jpg,100_back,train
90,90,currencyDataset/1000_back/IMG20211229001641.jpg,1000_back,train
1164,1164,currencyDataset/10_back/IMG20211229231147.jpg,10_back,train
650,650,currencyDataset/100_back/IMG20220212163957.jpg,100_back,train
3394,3394,currencyDataset/50_front/IMG20211228000009.jpg,50_front,train
3147,3147,currencyDataset/50_back/IMG20211228000557.jpg,50_back,train
2840,2840,currencyDataset/500_back/IMG20220218162009.jpg,500_back,train
2247,2247,currencyDataset/5000_back/IMG20220212170346.jpg,5000_back,train
697,697,currencyDataset/100_back/IMG20220215121531.jpg,100_back,train
3545,3545,currencyDataset/50_front/IMG20211228220745.jpg,50_front,train
1021,1021,currencyDataset/100_front/IMG20220218163959.jpg,100_front,train
289,289,currencyDataset/1000_front/IMG20211228231623.jpg,1000_front,train
370,370,currencyDataset/1000_front/IMG20211229235329.jpg,1000_front,train
1741,1741,currencyDataset/20_back/IMG20220212162916.jpg,20_back,train
761,761,currencyDataset/100_front/IMG20211228215618.jpg,100_front,train
885,885,currencyDataset/100_front/IMG20211230002653.jpg,100_front,train
3036,3036,currencyDataset/500_front/IMG20211229231747.jpg,500_front,train
2140,2140,currencyDataset/5000_back/IMG20211228013531.jpg,5000_back,train
1575,1575,currencyDataset/20_back/IMG20211228115609.jpg,20_back,train
167,167,currencyDataset/1000_back/IMG20220209115202.jpg,1000_back,train
1996,1996,currencyDataset/20_front/IMG20220212162523.jpg,20_front,train
337,337,currencyDataset/1000_front/IMG20211229233612.jpg,1000_front,train
134,134,currencyDataset/1000_back/IMG20211229235810.jpg,1000_back,train
998,998,currencyDataset/100_front/IMG20220218163732.jpg,100_front,train
1234,1234,currencyDataset/10_back/IMG20220209114400.jpg,10_back,train
952,952,currencyDataset/100_front/IMG20220212163750.jpg,100_front,train
1597,1597,currencyDataset/20_back/IMG20211228115958.jpg,20_back,train
2518,2518,currencyDataset/5000_front/IMG20220212170003.jpg,5000_front,train
2250,2250,currencyDataset/5000_back/IMG20220212170359.jpg,5000_back,train
853,853,currencyDataset/100_front/IMG20211229232551.jpg,100_front,train
2514,2514,currencyDataset/5000_front/IMG20220212165916.jpg,5000_front,train
1682,1682,currencyDataset/20_back/IMG20211229230122.jpg,20_back,train
2403,2403,currencyDataset/5000_front/IMG20211228013939.jpg,5000_front,train
1319,1319,currencyDataset/10_front/IMG20211228223432.jpg,10_front,train
304,304,currencyDataset/1000_front/IMG20211229000933.jpg,1000_front,train
1471,1471,currencyDataset/10_front/IMG20211230000437.jpg,10_front,train
2035,2035,currencyDataset/20_front/IMG20220215115731.jpg,20_front,train
446,446,currencyDataset/1000_front/IMG20220218160607.jpg,1000_front,train
3374,3374,currencyDataset/50_front/IMG20211224211140.jpg,50_front,train
848,848,currencyDataset/100_front/IMG20211229232519.jpg,100_front,train
1852,1852,currencyDataset/20_front/IMG20211228115144.jpg,20_front,train
2129,2129,currencyDataset/5000_back/IMG20211228013425.jpg,5000_back,train
501,501,currencyDataset/100_back/IMG20211228232842.jpg,100_back,train
475,475,currencyDataset/100_back/IMG20211228220215.jpg,100_back,train
2768,2768,currencyDataset/500_back/IMG20211229232125.jpg,500_back,train
311,311,currencyDataset/1000_front/IMG20211229001037.jpg,1000_front,train
145,145,currencyDataset/1000_back/IMG20211229235852.jpg,1000_back,train
1976,1976,currencyDataset/20_front/IMG20211230001555.jpg,20_front,train
2903,2903,currencyDataset/500_front/IMG20211228122052.jpg,500_front,train
1029,1029,currencyDataset/10_back/IMG20211228223658.jpg,10_back,train
2985,2985,currencyDataset/500_front/IMG20211228224555.jpg,500_front,train
1416,1416,currencyDataset/10_front/IMG20211229002101.jpg,10_front,train
1225,1225,currencyDataset/10_back/IMG20220209114324.jpg,10_back,train
3235,3235,currencyDataset/50_back/IMG20211228003728.jpg,50_back,train
661,661,currencyDataset/100_back/IMG20220212164101.jpg,100_back,train
312,312,currencyDataset/1000_front/IMG20211229001044.jpg,1000_front,train
1250,1250,currencyDataset/10_back/IMG20220215122630.jpg,10_back,train
1410,1410,currencyDataset/10_front/IMG20211229002023.jpg,10_front,train
231,231,currencyDataset/1000_back/IMG20220218160948.jpg,1000_back,train
1578,1578,currencyDataset/20_back/IMG20211228115626.jpg,20_back,train
2556,2556,currencyDataset/5000_front/IMG20220212172314.jpg,5000_front,train
861,861,currencyDataset/100_front/IMG20211229232657.jpg,100_front,train
424,424,currencyDataset/1000_front/IMG20220212173551.jpg,1000_front,train
3340,3340,currencyDataset/50_back/IMG20220209120850.jpg,50_back,train
272,272,currencyDataset/1000_front/IMG20211228231427.jpg,1000_front,train
2460,2460,currencyDataset/5000_front/IMG20220208014820.jpg,5000_front,train
3467,3467,currencyDataset/50_front/IMG20211228002712.jpg,50_front,train
3164,3164,currencyDataset/50_back/IMG20211228001352.jpg,50_back,train
1604,1604,currencyDataset/20_back/IMG20211228120047.jpg,20_back,train
2889,2889,currencyDataset/500_front/IMG20211228104555.jpg,500_front,train
728,728,currencyDataset/100_back/IMG20220218164144.jpg,100_back,train
3285,3285,currencyDataset/50_back/IMG20211228220947.jpg,50_back,train
735,735,currencyDataset/100_back/IMG20220218164212.jpg,100_back,train
138,138,currencyDataset/1000_back/IMG20211229235825.jpg,1000_back,train
775,775,currencyDataset/100_front/IMG20211228215735.jpg,100_front,train
1897,1897,currencyDataset/20_front/IMG20211228233927.jpg,20_front,train
2402,2402,currencyDataset/5000_front/IMG20211228013935.jpg,5000_front,train
1814,1814,currencyDataset/20_back/IMG20220218165236.jpg,20_back,train
84,84,currencyDataset/1000_back/IMG20211229001546.jpg,1000_back,train
1790,1790,currencyDataset/20_back/IMG20220215120328.jpg,20_back,train
2295,2295,currencyDataset/5000_back/IMG20220212171529.jpg,5000_back,train
1004,1004,currencyDataset/100_front/IMG20220218163810.jpg,100_front,train
768,768,currencyDataset/100_front/IMG20211228215658.jpg,100_front,train
3029,3029,currencyDataset/500_front/IMG20211229231707.jpg,500_front,train
2171,2171,currencyDataset/5000_back/IMG20211228234957.jpg,5000_back,train
1318,1318,currencyDataset/10_front/IMG20211228223430.jpg,10_front,train
3105,3105,currencyDataset/500_front/IMG20220218161726.jpg,500_front,train
2054,2054,currencyDataset/20_front/IMG20220218164818.jpg,20_front,train
1000,1000,currencyDataset/100_front/IMG20220218163752.jpg,100_front,train
3241,3241,currencyDataset/50_back/IMG20211228003757.jpg,50_back,train
1606,1606,currencyDataset/20_back/IMG20211228120053.jpg,20_back,train
1582,1582,currencyDataset/20_back/IMG20211228115637.jpg,20_back,train
509,509,currencyDataset/100_back/IMG20211228232936.jpg,100_back,train
868,868,currencyDataset/100_front/IMG20211229232808.jpg,100_front,train
48,48,currencyDataset/1000_back/IMG20211228231926.jpg,1000_back,train
723,723,currencyDataset/100_back/IMG20220218164110.jpg,100_back,train
1555,1555,currencyDataset/10_front/IMG20220218165914.jpg,10_front,train
1536,1536,currencyDataset/10_front/IMG20220215122352.jpg,10_front,train
202,202,currencyDataset/1000_back/IMG20220212173332.jpg,1000_back,train
1089,1089,currencyDataset/10_back/IMG20211228231015.jpg,10_back,train
346,346,currencyDataset/1000_front/IMG20211229233818.jpg,1000_front,train
1061,1061,currencyDataset/10_back/IMG20211228230242.jpg,10_back,train
124,124,currencyDataset/1000_back/IMG20211229235706.jpg,1000_back,train
2939,2939,currencyDataset/500_front/IMG20211228222618.jpg,500_front,train
1381,1381,currencyDataset/10_front/IMG20211228230801.jpg,10_front,train
3412,3412,currencyDataset/50_front/IMG20211228000858.jpg,50_front,train
1491,1491,currencyDataset/10_front/IMG20220209113705.jpg,10_front,train
1493,1493,currencyDataset/10_front/IMG20220209113746.jpg,10_front,train
168,168,currencyDataset/1000_back/IMG20220209115204.jpg,1000_back,train
1296,1296,currencyDataset/10_back/IMG20220218170455.jpg,10_back,train
1635,1635,currencyDataset/20_back/IMG20211228222153.jpg,20_back,train
2660,2660,currencyDataset/500_back/IMG20211228122843.jpg,500_back,train
1141,1141,currencyDataset/10_back/IMG20211229002427.jpg,10_back,train
706,706,currencyDataset/100_back/IMG20220215121615.jpg,100_back,train
3087,3087,currencyDataset/500_front/IMG20220218161602.jpg,500_front,train
517,517,currencyDataset/100_back/IMG20211228233003.jpg,100_back,train
1945,1945,currencyDataset/20_front/IMG20211229225905.jpg,20_front,train
3427,3427,currencyDataset/50_front/IMG20211228001109.jpg,50_front,train
526,526,currencyDataset/100_back/IMG20211229002936.jpg,100_back,train
499,499,currencyDataset/100_back/IMG20211228232834.jpg,100_back,train
1209,1209,currencyDataset/10_back/IMG20211230001012.jpg,10_back,train
1812,1812,currencyDataset/20_back/IMG20220218165231.jpg,20_back,train
924,924,currencyDataset/100_front/IMG20220209112825.jpg,100_front,train
1569,1569,currencyDataset/10_front/IMG20220218170124.jpg,10_front,train
1161,1161,currencyDataset/10_back/IMG20211229231132.jpg,10_back,train
1007,1007,currencyDataset/100_front/IMG20220218163904.jpg,100_front,train
2133,2133,currencyDataset/5000_back/IMG20211228013441.jpg,5000_back,train
91,91,currencyDataset/1000_back/IMG20211229001644.jpg,1000_back,train
326,326,currencyDataset/1000_front/IMG20211229001226.jpg,1000_front,train
3293,3293,currencyDataset/50_back/IMG20211228221031.jpg,50_back,train
2758,2758,currencyDataset/500_back/IMG20211228233736.jpg,500_back,train
2828,2828,currencyDataset/500_back/IMG20220218161852.jpg,500_back,train
677,677,currencyDataset/100_back/IMG20220215121351.jpg,100_back,train
1343,1343,currencyDataset/10_front/IMG20211228225900.jpg,10_front,train
1911,1911,currencyDataset/20_front/IMG20211228234014.jpg,20_front,train
335,335,currencyDataset/1000_front/IMG20211229233603.jpg,1000_front,train
3604,3604,currencyDataset/50_front/IMG20220212164859.jpg,50_front,train
103,103,currencyDataset/1000_back/IMG20211229234057.jpg,1000_back,train
2620,2620,currencyDataset/500_back/IMG20211228105000.jpg,500_back,train
2276,2276,currencyDataset/5000_back/IMG20220212171319.jpg,5000_back,train
859,859,currencyDataset/100_front/IMG20211229232642.jpg,100_front,train
3413,3413,currencyDataset/50_front/IMG20211228000905.jpg,50_front,train
2713,2713,currencyDataset/500_back/IMG20211228224810.jpg,500_back,train
3360,3360,currencyDataset/50_back/IMG20220212165337.jpg,50_back,train
328,328,currencyDataset/1000_front/IMG20211229233541.jpg,1000_front,train
10,10,currencyDataset/1000_back/IMG20211228225519.jpg,1000_back,train
2807,2807,currencyDataset/500_back/IMG20211229234915.jpg,500_back,train
2793,2793,currencyDataset/500_back/IMG20211229232323.jpg,500_back,train
3142,3142,currencyDataset/50_back/IMG20211228000514.jpg,50_back,train
3498,3498,currencyDataset/50_front/IMG20211228005131.jpg,50_front,train
2216,2216,currencyDataset/5000_back/IMG20220209121908.jpg,5000_back,train
3470,3470,currencyDataset/50_front/IMG20211228002721.jpg,50_front,train
997,997,currencyDataset/100_front/IMG20220218163727.jpg,100_front,train
3522,3522,currencyDataset/50_front/IMG20211228011750.jpg,50_front,train
1662,1662,currencyDataset/20_back/IMG20211229000601.jpg,20_back,train
435,435,currencyDataset/1000_front/IMG20220218160500.jpg,1000_front,train
2477,2477,currencyDataset/5000_front/IMG20220209121539.jpg,5000_front,train
996,996,currencyDataset/100_front/IMG20220218163723.jpg,100_front,train
3306,3306,currencyDataset/50_back/IMG20211228221135.jpg,50_back,train
2107,2107,currencyDataset/5000_back/IMG20211228013053.jpg,5000_back,train
1427,1427,currencyDataset/10_front/IMG20211229230639.jpg,10_front,train
3229,3229,currencyDataset/50_back/IMG20211228003543.jpg,50_back,train
2998,2998,currencyDataset/500_front/IMG20211228233257.jpg,500_front,train
3523,3523,currencyDataset/50_front/IMG20211228220537.jpg,50_front,train
382,382,currencyDataset/1000_front/IMG20211229235451.jpg,1000_front,train
60,60,currencyDataset/1000_back/IMG20211228232020.jpg,1000_back,train
1749,1749,currencyDataset/20_back/IMG20220212163132.jpg,20_back,train
2036,2036,currencyDataset/20_front/IMG20220215115734.jpg,20_front,train
210,210,currencyDataset/1000_back/IMG20220218160804.jpg,1000_back,train
1823,1823,currencyDataset/20_back/IMG20220218165312.jpg,20_back,train
2437,2437,currencyDataset/5000_front/IMG20211228234651.jpg,5000_front,train
2482,2482,currencyDataset/5000_front/IMG20220209121612.jpg,5000_front,train
2103,2103,currencyDataset/5000_back/IMG20211228012947.jpg,5000_back,train
2721,2721,currencyDataset/500_back/IMG20211228224832.jpg,500_back,train
948,948,currencyDataset/100_front/IMG20220212163732.jpg,100_front,train
719,719,currencyDataset/100_back/IMG20220218164055.jpg,100_back,train
2462,2462,currencyDataset/5000_front/IMG20220208014825.jpg,5000_front,train
692,692,currencyDataset/100_back/IMG20220215121518.jpg,100_back,train
2475,2475,currencyDataset/5000_front/IMG20220209121437.jpg,5000_front,train
570,570,currencyDataset/100_back/IMG20211229233005.jpg,100_back,train
438,438,currencyDataset/1000_front/IMG20220218160521.jpg,1000_front,train
2139,2139,currencyDataset/5000_back/IMG20211228013529.jpg,5000_back,train
1243,1243,currencyDataset/10_back/IMG20220215122546.jpg,10_back,train
283,283,currencyDataset/1000_front/IMG20211228231602.jpg,1000_front,train
1135,1135,currencyDataset/10_back/IMG20211229002345.jpg,10_back,train
1922,1922,currencyDataset/20_front/IMG20211228234107.jpg,20_front,train
767,767,currencyDataset/100_front/IMG20211228215652.jpg,100_front,train
1646,1646,currencyDataset/20_back/IMG20211229000455.jpg,20_back,train
1980,1980,currencyDataset/20_front/IMG20211230001624.jpg,20_front,train
2875,2875,currencyDataset/500_front/IMG20211228104207.jpg,500_front,train
1182,1182,currencyDataset/10_back/IMG20211230000749.jpg,10_back,train
3352,3352,currencyDataset/50_back/IMG20220212165224.jpg,50_back,train
1276,1276,currencyDataset/10_back/IMG20220218170143.jpg,10_back,train
556,556,currencyDataset/100_back/IMG20211229003153.jpg,100_back,train
2549,2549,currencyDataset/5000_front/IMG20220212172220.jpg,5000_front,train
2014,2014,currencyDataset/20_front/IMG20220212162819.jpg,20_front,train
1077,1077,currencyDataset/10_back/IMG20211228230351.jpg,10_back,train
107,107,currencyDataset/1000_back/IMG20211229234109.jpg,1000_back,train
3082,3082,currencyDataset/500_front/IMG20211229234556.jpg,500_front,train
358,358,currencyDataset/1000_front/IMG20211229233933.jpg,1000_front,train
